system,char_system,event_id,computed_tl_m3_per_km,implied_inflow_vol_m3,fraction_lost,fraction_lost_min,fraction_lost_max,reach_km,note,contributing_area_km2,d10_mm,k_cm_per_sec_x1e-4
Washita River OK,Washita River OK,Washita River OK-2,11245.9,4873632.761093238,0.20421361206065636,0.20421361206065636,0.20421361206065636,88.5,,5120.0,0.039,108.0
Washita River OK,Washita River OK,Washita River OK-3,20903.1,8647971.016992277,0.21391426339948522,0.21391426339948522,0.21391426339948522,88.5,,5120.0,0.039,108.0
Washita River OK,Washita River OK,Washita River OK-4,102717.9,30798341.6448383,0.29516310504086973,0.29516310504086973,0.29516310504086973,88.5,,5120.0,0.039,108.0
Washita River OK,Washita River OK,Washita River OK-5,98648.7,31671158.09332573,0.2756580584857052,0.2756580584857052,0.2756580584857052,88.5,,5120.0,0.039,108.0
Shell Creek NE,Shell Creek NE,Shell Creek NE-1,24698.4,3194869.5138336816,0.38575915375057757,0.38575915375057757,0.38575915375057757,49.9,,699.0,0.029,20.0
Shell Creek NE,Shell Creek NE,Shell Creek NE-2,7293.6,578573.5863924808,0.6290481428115363,0.6290481428115363,0.6290481428115363,49.9,,699.0,0.029,20.0
Little Blue River NE,Little Blue NE,Little Blue River NE-1,75111.8,67028316.07453528,0.05412488560753617,0.05412488560753617,0.05412488560753617,48.3,,8625.0,0.109,180.0
Little Blue River NE,Little Blue NE,Little Blue River NE-2,155895.4,27844245.745007765,0.270423838697445,0.270423838697445,0.270423838697445,48.3,,8625.0,0.109,180.0
Cheyenne River SD,,Cheyenne River SD-1,10551.4,33386615.465967055,,,,,NOT JOINABLE: no characteristics row,,,
Cheyenne River SD,,Cheyenne River SD-2,10806.9,1971058.2651108208,,,,,NOT JOINABLE: no characteristics row,,,
